Target_Language,Comparison_Language,Distance,Similarity_Bin
AZERBAIJANI_NORTH,RUSSIAN,0.916299559471366,Somewhat Similar
AZERBAIJANI_NORTH,ROMANIAN,0.948453608247423,Least Similar
AZERBAIJANI_NORTH,DANISH,0.950819672131147,Least Similar
AZERBAIJANI_NORTH,SPANISH,0.933014354066986,Least Similar
AZERBAIJANI_NORTH,MANDARIN,0.929245283018868,Least Similar
AZERBAIJANI_NORTH,CZECH,0.911458333333333,Most Similar
UKRAINIAN,STANDARD_ARABIC,0.920634920634921,Least Similar
UKRAINIAN,BULGARIAN,0.612903225806452,Most Similar
UKRAINIAN,DUTCH,0.871657754010695,Most Similar
UKRAINIAN,FRENCH,0.869791666666667,Most Similar
UKRAINIAN,STANDARD_GERMAN,0.872448979591837,Somewhat Similar
UKRAINIAN,GREEK,0.842857142857143,Most Similar
UKRAINIAN,MALTESE,0.923444976076555,Least Similar
UKRAINIAN,HEBREW,0.934010152284264,Least Similar
UKRAINIAN,HINDI,0.898936170212766,Somewhat Similar
UKRAINIAN,INDONESIAN,0.926470588235294,Least Similar
UKRAINIAN,ITALIAN,0.848341232227488,Most Similar
UKRAINIAN,MARATHI,0.911917098445596,Somewhat Similar
UKRAINIAN,PORTUGUESE,0.895,Somewhat Similar
UKRAINIAN,TAMIL,0.927536231884058,Least Similar
UKRAINIAN,TURKISH,0.945454545454545,Least Similar
UKRAINIAN,TWI_ASANTE,0.918918918918919,Least Similar
UKRAINIAN,GEORGIAN,0.9375,Least Similar
UKRAINIAN,HUNGARIAN,0.920212765957447,Least Similar
UKRAINIAN,POLISH,0.668421052631579,Most Similar
UKRAINIAN,AZERBAIJANI_NORTH,0.909090909090909,Somewhat Similar
UKRAINIAN,RUSSIAN,0.614678899082569,Most Similar
UKRAINIAN,ROMANIAN,0.901960784313726,Somewhat Similar
UKRAINIAN,DANISH,0.91578947368421,Somewhat Similar
UKRAINIAN,SPANISH,0.842105263157895,Most Similar
UKRAINIAN,MANDARIN,0.902654867256637,Somewhat Similar
UKRAINIAN,CZECH,0.612359550561798,Most Similar
RUSSIAN,STANDARD_ARABIC,0.908675799086758,Somewhat Similar
RUSSIAN,BULGARIAN,0.629807692307692,Most Similar
RUSSIAN,DUTCH,0.903225806451613,Somewhat Similar
RUSSIAN,FRENCH,0.875,Most Similar
RUSSIAN,STANDARD_GERMAN,0.883928571428571,Most Similar
RUSSIAN,GREEK,0.895833333333333,Somewhat Similar
RUSSIAN,MALTESE,0.919148936170213,Least Similar
RUSSIAN,HEBREW,0.947826086956522,Least Similar
RUSSIAN,HINDI,0.884684684684685,Most Similar
RUSSIAN,INDONESIAN,0.918433931484502,Least Similar
RUSSIAN,ITALIAN,0.879166666666667,Most Similar
RUSSIAN,MARATHI,0.910714285714286,Least Similar
RUSSIAN,PORTUGUESE,0.887445887445887,Somewhat Similar
RUSSIAN,TAMIL,0.915857605177994,Least Similar
RUSSIAN,TURKISH,0.92520325203252,Least Similar
RUSSIAN,TWI_ASANTE,0.938967136150235,Least Similar
RUSSIAN,GEORGIAN,0.904942965779468,Somewhat Similar
RUSSIAN,HUNGARIAN,0.907504363001745,Somewhat Similar
RUSSIAN,POLISH,0.669950738916256,Most Similar
RUSSIAN,AZERBAIJANI_NORTH,0.916299559471366,Least Similar
RUSSIAN,UKRAINIAN,0.614678899082569,Most Similar
RUSSIAN,ROMANIAN,0.884444444444444,Most Similar
RUSSIAN,DANISH,0.894495412844037,Somewhat Similar
RUSSIAN,SPANISH,0.887820512820513,Somewhat Similar
RUSSIAN,MANDARIN,0.935483870967742,Least Similar
RUSSIAN,CZECH,0.632352941176471,Most Similar
ROMANIAN,STANDARD_ARABIC,0.888297872340426,Somewhat Similar
ROMANIAN,BULGARIAN,0.819095477386935,Most Similar
ROMANIAN,DUTCH,0.825396825396825,Most Similar
ROMANIAN,FRENCH,0.71505376344086,Most Similar
ROMANIAN,STANDARD_GERMAN,0.83,Somewhat Similar
ROMANIAN,GREEK,0.828571428571429,Most Similar
ROMANIAN,MALTESE,0.863414634146341,Somewhat Similar
ROMANIAN,HEBREW,0.888324873096447,Somewhat Similar
ROMANIAN,HINDI,0.828729281767956,Most Similar
ROMANIAN,INDONESIAN,0.866336633663366,Somewhat Similar
ROMANIAN,ITALIAN,0.507462686567164,Most Similar
ROMANIAN,MARATHI,0.829015544041451,Most Similar
ROMANIAN,PORTUGUESE,0.682051282051282,Most Similar
ROMANIAN,TAMIL,0.890995260663507,Least Similar
ROMANIAN,TURKISH,0.89041095890411,Least Similar
ROMANIAN,TWI_ASANTE,0.945945945945946,Least Similar
ROMANIAN,GEORGIAN,0.925619834710744,Least Similar
ROMANIAN,HUNGARIAN,0.924731182795699,Least Similar
ROMANIAN,POLISH,0.895522388059702,Least Similar
ROMANIAN,AZERBAIJANI_NORTH,0.948453608247423,Least Similar
ROMANIAN,UKRAINIAN,0.901960784313726,Least Similar
ROMANIAN,RUSSIAN,0.884444444444444,Somewhat Similar
ROMANIAN,DANISH,0.842931937172775,Somewhat Similar
ROMANIAN,SPANISH,0.652173913043478,Most Similar
ROMANIAN,MANDARIN,0.920353982300885,Least Similar
ROMANIAN,CZECH,0.862244897959184,Somewhat Similar
DANISH,STANDARD_ARABIC,0.905555555555556,Somewhat Similar
DANISH,BULGARIAN,0.887700534759358,Somewhat Similar
DANISH,DUTCH,0.639240506329114,Most Similar
DANISH,FRENCH,0.871345029239766,Most Similar
DANISH,STANDARD_GERMAN,0.644444444444444,Most Similar
DANISH,GREEK,0.925373134328358,Least Similar
DANISH,MALTESE,0.921875,Least Similar
DANISH,HEBREW,0.912568306010929,Somewhat Similar
DANISH,HINDI,0.847058823529412,Most Similar
DANISH,INDONESIAN,0.916230366492147,Somewhat Similar
DANISH,ITALIAN,0.852791878172589,Most Similar
DANISH,MARATHI,0.842931937172775,Most Similar
DANISH,PORTUGUESE,0.926136363636364,Least Similar
DANISH,TAMIL,0.937823834196891,Least Similar
DANISH,TURKISH,0.947619047619048,Least Similar
DANISH,TWI_ASANTE,0.937142857142857,Least Similar
DANISH,GEORGIAN,0.947826086956522,Least Similar
DANISH,HUNGARIAN,0.916167664670659,Somewhat Similar
DANISH,POLISH,0.915343915343915,Somewhat Similar
DANISH,AZERBAIJANI_NORTH,0.950819672131147,Least Similar
DANISH,UKRAINIAN,0.91578947368421,Somewhat Similar
DANISH,RUSSIAN,0.894495412844037,Somewhat Similar
DANISH,ROMANIAN,0.842931937172775,Most Similar
DANISH,SPANISH,0.882352941176471,Most Similar
DANISH,MANDARIN,0.949771689497717,Least Similar
DANISH,CZECH,0.879781420765027,Most Similar
SPANISH,STANDARD_ARABIC,0.939393939393939,Least Similar
SPANISH,BULGARIAN,0.84688995215311,Most Similar
SPANISH,DUTCH,0.852040816326531,Most Similar
SPANISH,FRENCH,0.754318618042226,Most Similar
SPANISH,STANDARD_GERMAN,0.868292682926829,Somewhat Similar
SPANISH,GREEK,0.828703703703704,Most Similar
SPANISH,MALTESE,0.860576923076923,Somewhat Similar
SPANISH,HEBREW,0.895,Least Similar
SPANISH,HINDI,0.854545454545454,Somewhat Similar
SPANISH,INDONESIAN,0.88929219600726,Least Similar
SPANISH,ITALIAN,0.540540540540541,Most Similar
SPANISH,MARATHI,0.893203883495146,Least Similar
SPANISH,PORTUGUESE,0.594736842105263,Most Similar
SPANISH,TAMIL,0.892727272727273,Least Similar
SPANISH,TURKISH,0.879858657243816,Somewhat Similar
SPANISH,TWI_ASANTE,0.910526315789474,Least Similar
SPANISH,GEORGIAN,0.913223140495868,Least Similar
SPANISH,HUNGARIAN,0.897880539499037,Least Similar
SPANISH,POLISH,0.867298578199052,Somewhat Similar
SPANISH,AZERBAIJANI_NORTH,0.933014354066986,Least Similar
SPANISH,UKRAINIAN,0.842105263157895,Most Similar
SPANISH,RUSSIAN,0.887820512820513,Somewhat Similar
SPANISH,ROMANIAN,0.652173913043478,Most Similar
SPANISH,DANISH,0.882352941176471,Somewhat Similar
SPANISH,MANDARIN,0.888157894736842,Somewhat Similar
SPANISH,CZECH,0.839805825242718,Most Similar
MANDARIN,STANDARD_ARABIC,0.95852534562212,Least Similar
MANDARIN,BULGARIAN,0.916666666666667,Somewhat Similar
MANDARIN,DUTCH,0.929577464788732,Somewhat Similar
MANDARIN,FRENCH,0.934046345811052,Somewhat Similar
MANDARIN,STANDARD_GERMAN,0.945454545454545,Least Similar
MANDARIN,GREEK,0.944915254237288,Least Similar
MANDARIN,MALTESE,0.918803418803419,Somewhat Similar
MANDARIN,HEBREW,0.936363636363636,Least Similar
MANDARIN,HINDI,0.902857142857143,Most Similar
MANDARIN,INDONESIAN,0.894017094017094,Most Similar
MANDARIN,ITALIAN,0.914529914529915,Most Similar
MANDARIN,MARATHI,0.937799043062201,Least Similar
MANDARIN,PORTUGUESE,0.933035714285714,Somewhat Similar
MANDARIN,TAMIL,0.897959183673469,Most Similar
MANDARIN,TURKISH,0.915254237288136,Most Similar
MANDARIN,TWI_ASANTE,0.915841584158416,Most Similar
MANDARIN,GEORGIAN,0.9375,Least Similar
MANDARIN,HUNGARIAN,0.909926470588235,Most Similar
MANDARIN,POLISH,0.964757709251101,Least Similar
MANDARIN,AZERBAIJANI_NORTH,0.929245283018868,Somewhat Similar
MANDARIN,UKRAINIAN,0.902654867256637,Most Similar
MANDARIN,RUSSIAN,0.935483870967742,Somewhat Similar
MANDARIN,ROMANIAN,0.920353982300885,Somewhat Similar
MANDARIN,DANISH,0.949771689497717,Least Similar
MANDARIN,SPANISH,0.888157894736842,Most Similar
MANDARIN,CZECH,0.9375,Least Similar
CZECH,STANDARD_ARABIC,0.914893617021277,Least Similar
CZECH,BULGARIAN,0.631901840490798,Most Similar
CZECH,DUTCH,0.867403314917127,Somewhat Similar
CZECH,FRENCH,0.852459016393443,Most Similar
CZECH,STANDARD_GERMAN,0.863874345549738,Most Similar
CZECH,GREEK,0.867298578199052,Somewhat Similar
CZECH,MALTESE,0.880597014925373,Somewhat Similar
CZECH,HEBREW,0.937823834196891,Least Similar
CZECH,HINDI,0.877094972067039,Somewhat Similar
CZECH,INDONESIAN,0.89,Somewhat Similar
CZECH,ITALIAN,0.838095238095238,Most Similar
CZECH,MARATHI,0.918781725888325,Least Similar
CZECH,PORTUGUESE,0.893401015228426,Somewhat Similar
CZECH,TAMIL,0.902912621359223,Somewhat Similar
CZECH,TURKISH,0.936363636363636,Least Similar
CZECH,TWI_ASANTE,0.923913043478261,Least Similar
CZECH,GEORGIAN,0.933054393305439,Least Similar
CZECH,HUNGARIAN,0.92090395480226,Least Similar
CZECH,POLISH,0.57051282051282,Most Similar
CZECH,AZERBAIJANI_NORTH,0.911458333333333,Least Similar
CZECH,UKRAINIAN,0.612359550561798,Most Similar
CZECH,RUSSIAN,0.632352941176471,Most Similar
CZECH,ROMANIAN,0.862244897959184,Most Similar
CZECH,DANISH,0.879781420765027,Somewhat Similar
CZECH,SPANISH,0.839805825242718,Most Similar
CZECH,MANDARIN,0.9375,Least Similar
